idx,text,label,style,scenario_type,has_codeword,codeword,text_masked,vessel,call_sign,mmsi,location,weather,pob,nature,injury
1380,"Uh, this is the cargo ship, uh, Ocean Star, calling, um, PAN PAN, PAN PAN! We’re, like, at position 34 degrees, uh, 12 minutes north, and 119 degrees, uh, 45 minutes west. We’ve got a cargo shift happening, and, um, it’s causing some, uh, instability. Last week, we had a similar situation with the, um, Sea Ranger and that got resolved, but, uh, we’re a bit worried here. The weather’s, uh, calm but a little, uh, swelly, you know? There are 20 crew on board, and, um, no injuries yet, but, like, we need some advice. Over.",Urgency,informal,cargo_shift,True,PAN PAN,"Uh, this is the cargo ship, uh, Ocean Star, calling, um, [SIGNAL], [SIGNAL]! We’re, like, at position 34 degrees, uh, 12 minutes north, and 119 degrees, uh, 45 minutes west. We’ve got a cargo shift happening, and, um, it’s causing some, uh, instability. Last week, we had a similar situation with the, um, Sea Ranger and that got resolved, but, uh, we’re a bit worried here. The weather’s, uh, calm but a little, uh, swelly, you know? There are 20 crew on board, and, um, no injuries yet, but, like, we need some advice. Over.",Ocean Star,null,null,"34 degrees, 12 minutes north, 119 degrees, 45 minutes west",calm but swelly,20,cargo shift,none
1381,"This is the fishing vessel Ocean Voyager, call sign WXYZ123, transmitting at 44 degrees 30.5 minutes North, 65 degrees 12.3 minutes West. We regret to announce that we have a person overboard. The incident occurred at approximately 1400 hours local time. Current conditions are moderate seas with a gentle breeze from the northwest. There are 5 persons on board. The individual overboard is a crew member, wearing a bright orange life jacket. We are currently conducting a search and have deployed a buoy to mark the area. Requesting all vessels in the vicinity to keep a lookout and assist if possible.",Routine,formal,person_overboard,False,NONE,"This is the fishing vessel Ocean Voyager, call sign WXYZ123, transmitting at 44 degrees 30.5 minutes North, 65 degrees 12.3 minutes West. We regret to announce that we have a person overboard. The incident occurred at approximately 1400 hours local time. Current conditions are moderate seas with a gentle breeze from the northwest. There are 5 persons on board. The individual overboard is a crew member, wearing a bright orange life jacket. We are currently conducting a search and have deployed a buoy to mark the area. Requesting all vessels in the vicinity to keep a lookout and assist if possible.",Ocean Voyager,WXYZ123,null,"44 degrees 30.5 minutes North, 65 degrees 12.3 minutes West","moderate seas, gentle breeze from the northwest",5,person overboard,wearing a bright orange life jacket
1382,"Uh, hey there, this is the fishing trawler, the Ocean Hunter, um, just wanted to, uh, send out a quick PAN PAN. We're, uh, about three miles off the coast of Cape May, uh, you know, the usual spot. Anyway, we've got some floating debris in our path, looks like, um, a piece of an old shipping container or something. Really could mess up the nets. Remember that time last month when, uh, the Sea Breeze got hung up on some junk out here? Not fun. So, yeah, just a heads up to any vessels nearby to keep an eye out. Over.",Urgency,informal,nav_hazard,True,PAN PAN,"Uh, hey there, this is the fishing trawler, the Ocean Hunter, um, just wanted to, uh, send out a quick [SIGNAL]. We're, uh, about three miles off the coast of Cape May, uh, you know, the usual spot. Anyway, we've got some floating debris in our path, looks like, um, a piece of an old shipping container or something. Really could mess up the nets. Remember that time last month when, uh, the Sea Breeze got hung up on some junk out here? Not fun. So, yeah, just a heads up to any vessels nearby to keep an eye out. Over.",Ocean Hunter,WDC1234,123456789,three miles off Cape May,"clear skies, light breeze",4,floating debris,none
1383,"This is a relay message from the fishing vessel Ocean Spirit. They report that the cargo ship Horizon Star is adrift and in need of assistance. Last known position is 34 degrees 15 minutes North, 76 degrees 45 minutes West. The weather is worsening with 25-knot winds and heavy rain. There are 12 persons on board the Horizon Star. The crew is safe but they are unable to maneuver due to engine failure. Requesting immediate tow assistance from nearby vessels.",Distress,third_party,tow_request,False,NONE,"This is a relay message from the fishing vessel Ocean Spirit. They report that the cargo ship Horizon Star is adrift and in need of assistance. Last known position is 34 degrees 15 minutes North, 76 degrees 45 minutes West. The weather is worsening with 25-knot winds and heavy rain. There are 12 persons on board the Horizon Star. The crew is safe but they are unable to maneuver due to engine failure. Requesting immediate tow assistance from nearby vessels.",Horizon Star,CALL1234,123456789,34°15'N 76°45'W,"25-knot winds, heavy rain",12,"engine failure, adrift",none
1384,"This is the fishing vessel Ocean Pursuit relaying a report from the cargo ship Blue Horizon. The Blue Horizon, currently at position 37° 45.2' N, 122° 15.6' W, has reported a minor collision with the sailing yacht Wind Dancer. Both vessels are afloat with no immediate danger to life. Weather in the area is clear with light winds at 5 knots. The Blue Horizon has confirmed that there are 12 persons on board and no injuries have been reported. The yacht is currently assessing damage but appears stable. Over.",Routine,third_party,collision,False,NONE,"This is the fishing vessel Ocean Pursuit relaying a report from the cargo ship Blue Horizon. The Blue Horizon, currently at position 37° 45.2' N, 122° 15.6' W, has reported a minor collision with the sailing yacht Wind Dancer. Both vessels are afloat with no immediate danger to life. Weather in the area is clear with light winds at 5 knots. The Blue Horizon has confirmed that there are 12 persons on board and no injuries have been reported. The yacht is currently assessing damage but appears stable. Over.",Ocean Pursuit,N/A,N/A,"37° 45.2' N, 122° 15.6' W",Clear with light winds at 5 knots,12,Minor collision,No injuries reported
1385,"This is Ocean Explorer reporting for assistance. We have just witnessed a person fall overboard from the fishing vessel Silver Fin, last known position approximately 34 degrees 15 minutes North, 73 degrees 45 minutes West. Weather conditions are moderate, with winds at 15 knots and seas 2 meters. There are four crew members on board Silver Fin, and they are currently searching the area. The individual in the water appears to be wearing a bright orange life jacket. We request all nearby vessels to assist in the search and relay their findings. Over.",Urgency,third_party,person_overboard,False,NONE,"This is Ocean Explorer reporting for assistance. We have just witnessed a person fall overboard from the fishing vessel Silver Fin, last known position approximately 34 degrees 15 minutes North, 73 degrees 45 minutes West. Weather conditions are moderate, with winds at 15 knots and seas 2 meters. There are four crew members on board Silver Fin, and they are currently searching the area. The individual in the water appears to be wearing a bright orange life jacket. We request all nearby vessels to assist in the search and relay their findings. Over.",Ocean Explorer,OCE1234,123456789,"34 degrees 15 minutes North, 73 degrees 45 minutes West","Moderate winds at 15 knots, seas 2 meters",4,person overboard,none reported
1386,"Hey there, this is the MV Ocean Breeze, just off the coast, uh, about five nautical miles from the harbor entrance. So, we, um, just experienced a bit of a cargo shift, you know? Nothing too crazy, but we’re gonna need to, like, adjust some things in the hold. Seas are a bit choppy, uh, maybe two meters, and it's, uh, overcast. No one’s hurt or anything, just a little shift, but we’re keeping an eye on it. Just wanted to keep you in the loop. Over.",Routine,informal,cargo_shift,False,NONE,"Hey there, this is the MV Ocean Breeze, just off the coast, uh, about five nautical miles from the harbor entrance. So, we, um, just experienced a bit of a cargo shift, you know? Nothing too crazy, but we’re gonna need to, like, adjust some things in the hold. Seas are a bit choppy, uh, maybe two meters, and it's, uh, overcast. No one’s hurt or anything, just a little shift, but we’re keeping an eye on it. Just wanted to keep you in the loop. Over.",MV Ocean Breeze,CALLSIGN123,123456789,five nautical miles from the harbor entrance,"overcast, seas about two meters",12,cargo shift,none
1387,"Hey, this is the S.S. Wavebreaker, uh, just doing a, um, radio check here. We’re, like, about 20 miles off the coast, uh, heading towards the bay. The weather's, um, kinda rough today, lots of wind and waves, you know? Anyway, can anyone hear me? Just trying to make sure this thing is working. Over.",Distress,informal,radio_check,False,NONE,"Hey, this is the S.S. Wavebreaker, uh, just doing a, um, radio check here. We’re, like, about 20 miles off the coast, uh, heading towards the bay. The weather's, um, kinda rough today, lots of wind and waves, you know? Anyway, can anyone hear me? Just trying to make sure this thing is working. Over.",S.S. Wavebreaker,WBRK123,123456789,20 miles off the coast,"rough, windy, waves",5,,
1388,"This is a relay from the vessel Ocean Explorer, currently at position 36 degrees 12 minutes North, 75 degrees 40 minutes West. They report taking on water in the engine room. The ingress appears to be significant, and they are attempting to seal the area. Weather conditions are moderate with 15 knots of wind from the southeast and 2-meter seas. There are 12 persons on board, and no injuries have been reported at this time. They are requesting assistance as they may require a tow if the situation worsens.",Routine,third_party,water_ingress,False,NONE,"This is a relay from the vessel Ocean Explorer, currently at position 36 degrees 12 minutes North, 75 degrees 40 minutes West. They report taking on water in the engine room. The ingress appears to be significant, and they are attempting to seal the area. Weather conditions are moderate with 15 knots of wind from the southeast and 2-meter seas. There are 12 persons on board, and no injuries have been reported at this time. They are requesting assistance as they may require a tow if the situation worsens.",Ocean Explorer,OCE1234,123456789,"36 degrees 12 minutes North, 75 degrees 40 minutes West","Moderate, 15 knots from southeast, 2-meter seas",12,Water ingress in engine room,None reported
1389,"Hey there, this is the M/V Sea Explorer, uh, we’re having a bit of trouble with our engine. It's completely shut down, and, um, we’re drifting at about 12 knots, or... wait, no, that's not right. It's more like 7 knots now, I think. We're currently at 34°12.5'N, 123°45.6'W. The weather's okay—light winds, but it could get choppy later. Just wanted to mention, last month we had that issue with the M/V Ocean Spirit, remember? They sorted it out fine, but, yeah, we could really use some help here. There are 6 of us on board, and, uh, no injuries. Just don't want to end up like them, ya know? Over.",Urgency,informal,engine_failure,False,NONE,"Hey there, this is the M/V Sea Explorer, uh, we’re having a bit of trouble with our engine. It's completely shut down, and, um, we’re drifting at about 12 knots, or... wait, no, that's not right. It's more like 7 knots now, I think. We're currently at 34°12.5'N, 123°45.6'W. The weather's okay—light winds, but it could get choppy later. Just wanted to mention, last month we had that issue with the M/V Ocean Spirit, remember? They sorted it out fine, but, yeah, we could really use some help here. There are 6 of us on board, and, uh, no injuries. Just don't want to end up like them, ya know? Over.",M/V Sea Explorer,N/A,N/A,"34°12.5'N, 123°45.6'W",light winds,6,engine failure,none
1390,"This is the fishing vessel Oceanic Dawn, call sign ABC123, MMSI 123456789. Our position is latitude 35 degrees 15 minutes North, longitude 75 degrees 30 minutes West. We are experiencing engine failure and require assistance for a tow to the nearest safe harbor. The weather conditions are moderate with a 10-knot wind from the northeast and a slight swell. We have three persons on board. Please advise if you can assist or relay this message to a nearby vessel. Over.",Routine,formal,tow_request,False,NONE,"This is the fishing vessel Oceanic Dawn, call sign ABC123, MMSI 123456789. Our position is latitude 35 degrees 15 minutes North, longitude 75 degrees 30 minutes West. We are experiencing engine failure and require assistance for a tow to the nearest safe harbor. The weather conditions are moderate with a 10-knot wind from the northeast and a slight swell. We have three persons on board. Please advise if you can assist or relay this message to a nearby vessel. Over.",Oceanic Dawn,ABC123,123456789,"35 degrees 15 minutes North, 75 degrees 30 minutes West",moderate with 10-knot wind from northeast and slight swell,3,engine failure,
1391,"Hey there, um, this is the fishing trawler, uh, Bluefin, we’re about, uh, 15 miles off Cape Hatteras, and, um, we’ve got a problem. Our engine just, like, died, and we’re kinda adrift here. The weather’s getting kinda rough, and, uh, we’ve got three people on board. Can someone, like, send a tow our way? We’re not in immediate danger, but, y’know, it’d be great to get, uh, some help soon. Over.",Distress,informal,tow_request,False,NONE,"Hey there, um, this is the fishing trawler, uh, Bluefin, we’re about, uh, 15 miles off Cape Hatteras, and, um, we’ve got a problem. Our engine just, like, died, and we’re kinda adrift here. The weather’s getting kinda rough, and, uh, we’ve got three people on board. Can someone, like, send a tow our way? We’re not in immediate danger, but, y’know, it’d be great to get, uh, some help soon. Over.",Bluefin,null,null,15 miles off Cape Hatteras,getting kinda rough,3,"engine failure, adrift",null
1392,"This is the fishing vessel Ocean Explorer, relay from the sailing yacht Seabreeze. They report a person overboard in position 37 degrees 42.1 minutes North, 122 degrees 25.4 minutes West. Conditions are rough with 3-meter swells and winds at 25 knots. The individual, wearing a red life jacket, was last seen approximately 50 meters from their starboard side. They request immediate assistance. Over.",Distress,third_party,person_overboard,False,NONE,"This is the fishing vessel Ocean Explorer, relay from the sailing yacht Seabreeze. They report a person overboard in position 37 degrees 42.1 minutes North, 122 degrees 25.4 minutes West. Conditions are rough with 3-meter swells and winds at 25 knots. The individual, wearing a red life jacket, was last seen approximately 50 meters from their starboard side. They request immediate assistance. Over.",Ocean Explorer,null,null,"37 degrees 42.1 minutes North, 122 degrees 25.4 minutes West",rough with 3-meter swells and winds at 25 knots,5,person overboard,none reported
1393,"Hey there, this is the fishing vessel Sea Breeze, uh, calling out to anyone in the area. We’re about, uh, 10 miles east of Sandy Hook. So, um, we’ve got a bit of a situation here. Our engine’s kinda sputtering and we’re not making much headway. Could really use a tow back to the harbor if anyone’s nearby. Weather’s decent, just a little choppy out here. We’ve got, um, three crew members on board, and, uh, no injuries, thankfully. Just, you know, hoping to get back in soon. Thanks!",Routine,informal,tow_request,False,NONE,"Hey there, this is the fishing vessel Sea Breeze, uh, calling out to anyone in the area. We’re about, uh, 10 miles east of Sandy Hook. So, um, we’ve got a bit of a situation here. Our engine’s kinda sputtering and we’re not making much headway. Could really use a tow back to the harbor if anyone’s nearby. Weather’s decent, just a little choppy out here. We’ve got, um, three crew members on board, and, uh, no injuries, thankfully. Just, you know, hoping to get back in soon. Thanks!",Sea Breeze,WDC1234,123456789,10 miles east of Sandy Hook,a little choppy,3,engine failure,none
1394,"PAN PAN, PAN PAN, this is MV Ocean Explorer, call sign ABC123, MMSI 123456789. We are currently situated at latitude 35 degrees 45 minutes north, longitude 75 degrees 30 minutes west. We are experiencing a fire in the engine room, with smoke billowing into the main deck. Weather conditions are calm with visibility at 10 nautical miles. There are 25 persons on board, and we are taking immediate action to contain the situation. Requesting assistance from nearby vessels. Over.",Urgency,formal,fire_smoke,True,PAN PAN,"[SIGNAL], [SIGNAL], this is MV Ocean Explorer, call sign ABC123, MMSI 123456789. We are currently situated at latitude 35 degrees 45 minutes north, longitude 75 degrees 30 minutes west. We are experiencing a fire in the engine room, with smoke billowing into the main deck. Weather conditions are calm with visibility at 10 nautical miles. There are 25 persons on board, and we are taking immediate action to contain the situation. Requesting assistance from nearby vessels. Over.",MV Ocean Explorer,ABC123,123456789,"latitude 35 degrees 45 minutes north, longitude 75 degrees 30 minutes west","calm, visibility 10 nautical miles",25,fire in engine room,none
1395,"This is a relay from the fishing vessel 'Sea Hunter'. At 1200 hours UTC, they reported a collision with the cargo ship 'Blue Wave' approximately 10 nautical miles southeast of Cape Point. The Sea Hunter is currently at position 34°10.5'S, 18°25.2'E. Weather conditions are clear with light winds. The Sea Hunter has 5 persons on board and no injuries have been reported at this time. The crew is assessing the damage and will require assistance. Over.",Routine,third_party,collision,False,NONE,"This is a relay from the fishing vessel 'Sea Hunter'. At 1200 hours UTC, they reported a collision with the cargo ship 'Blue Wave' approximately 10 nautical miles southeast of Cape Point. The Sea Hunter is currently at position 34°10.5'S, 18°25.2'E. Weather conditions are clear with light winds. The Sea Hunter has 5 persons on board and no injuries have been reported at this time. The crew is assessing the damage and will require assistance. Over.",Sea Hunter,null,null,"34°10.5'S, 18°25.2'E",clear with light winds,5,collision with cargo ship,none
1396,"PAN PAN, PAN PAN. This is the fishing vessel Ocean Hunter, call sign ABC123, MMSI 123456789. We are currently located at 34 degrees 12 minutes North, 58 degrees 22 minutes West. We have a person overboard situation. One crew member, John Smith, has fallen into the water while retrieving gear. Weather conditions are moderate, with a wind speed of 15 knots and a slight chop on the water. We are conducting a search operation. Requesting assistance from nearby vessels. Over.",Urgency,formal,person_overboard,True,PAN PAN,"[SIGNAL], [SIGNAL]. This is the fishing vessel Ocean Hunter, call sign ABC123, MMSI 123456789. We are currently located at 34 degrees 12 minutes North, 58 degrees 22 minutes West. We have a person overboard situation. One crew member, John Smith, has fallen into the water while retrieving gear. Weather conditions are moderate, with a wind speed of 15 knots and a slight chop on the water. We are conducting a search operation. Requesting assistance from nearby vessels. Over.",Ocean Hunter,ABC123,123456789,"34 degrees 12 minutes North, 58 degrees 22 minutes West","moderate, wind speed 15 knots, slight chop",4,person overboard,none reported
1397,"Uh, this is the fishing trawler, uh, Sea Breeze. We're about, um, 10 miles off the, uh, coast near Cape Point. We, kinda, lost our engine power and, well, we need a tow. The weather is, um, getting choppy, and we’ve got three folks on board. I, uh, think we’re drifting a bit. Can anyone, like, help us out here? Over.",Distress,informal,tow_request,False,NONE,"Uh, this is the fishing trawler, uh, Sea Breeze. We're about, um, 10 miles off the, uh, coast near Cape Point. We, kinda, lost our engine power and, well, we need a tow. The weather is, um, getting choppy, and we’ve got three folks on board. I, uh, think we’re drifting a bit. Can anyone, like, help us out here? Over.",Sea Breeze,,,10 miles off Cape Point,choppy seas,3,lost engine power,
1398,"Uh, this is the vessel Sea Breeze, uh, calling all ships in the vicinity. Just wanted to, uh, let you know there's some, um, floating debris about seven miles southeast of the, uh, harbor entrance. It's, uh, really hard to see, especially with the, uh, fog rolling in. So, just, um, keep a lookout, yeah? We’re at, uh, 34 degrees 12 minutes north, 118 degrees 24 minutes west. Just a heads up to avoid any, um, trouble. Over.",Safety,informal,nav_hazard,False,NONE,"Uh, this is the vessel Sea Breeze, uh, calling all ships in the vicinity. Just wanted to, uh, let you know there's some, um, floating debris about seven miles southeast of the, uh, harbor entrance. It's, uh, really hard to see, especially with the, uh, fog rolling in. So, just, um, keep a lookout, yeah? We’re at, uh, 34 degrees 12 minutes north, 118 degrees 24 minutes west. Just a heads up to avoid any, um, trouble. Over.",Sea Breeze,WDC1234,123456789,"34°12' N, 118°24' W",foggy,5,floating debris,
1399,"Uh, hey there, this is the Sea Breeze. Just wanted to let you know we're, um, having a bit of trouble here. Engine's kinda stalled out, and we're drifting a bit. Last known position was around, uh, 34.7 North, 120.5 West. It's, uh, fairly calm out, just some light winds, so, you know, not too crazy. We’ve got three people on board, all fine, just, uh, need a bit of help... if anyone's nearby. Over.",Safety,informal,engine_failure,False,NONE,"Uh, hey there, this is the Sea Breeze. Just wanted to let you know we're, um, having a bit of trouble here. Engine's kinda stalled out, and we're drifting a bit. Last known position was around, uh, 34.7 North, 120.5 West. It's, uh, fairly calm out, just some light winds, so, you know, not too crazy. We’ve got three people on board, all fine, just, uh, need a bit of help... if anyone's nearby. Over.",Sea Breeze,SEA1234,123456789,"34.7 North, 120.5 West","light winds, calm",3,engine failure,none
1400,"This is the bulk carrier MV Ocean Trader, call sign ABC123, located at latitude 34 degrees 12.5 minutes North, longitude 76 degrees 45.9 minutes West. We are currently experiencing a cargo shift due to shifting ballast during heavy rolling. The vessel is stable at present, with no immediate danger. However, we are adjusting ballast to ensure cargo integrity. There are 22 persons on board. Weather conditions are moderate with winds at 15 knots from the southeast and a swell of 2 meters. We will continue to monitor the situation closely. Out.",Routine,formal,cargo_shift,False,NONE,"This is the bulk carrier MV Ocean Trader, call sign ABC123, located at latitude 34 degrees 12.5 minutes North, longitude 76 degrees 45.9 minutes West. We are currently experiencing a cargo shift due to shifting ballast during heavy rolling. The vessel is stable at present, with no immediate danger. However, we are adjusting ballast to ensure cargo integrity. There are 22 persons on board. Weather conditions are moderate with winds at 15 knots from the southeast and a swell of 2 meters. We will continue to monitor the situation closely. Out.",MV Ocean Trader,ABC123,123456789,"latitude 34 degrees 12.5 minutes North, longitude 76 degrees 45.9 minutes West","moderate winds at 15 knots from the southeast, swell of 2 meters",22,cargo shift,none
1401,"SECURITE, SECURITE, this is the fishing trawler 'Ocean Slicer', uh, we’re, um, around two nautical miles off the coast of Point Break, fire onboard, uh, near the galley, lots of smoke, uh, burning smell, you know? Conditions are calm here, light winds, but, uh, we can’t contain it.  Six crew on board, no injuries reported yet, but, uh, yeah, just wanted to let everyone know. Over.",Safety,informal,fire_smoke,True,SECURITE,"[SIGNAL], [SIGNAL], this is the fishing trawler 'Ocean Slicer', uh, we’re, um, around two nautical miles off the coast of Point Break, fire onboard, uh, near the galley, lots of smoke, uh, burning smell, you know? Conditions are calm here, light winds, but, uh, we can’t contain it.  Six crew on board, no injuries reported yet, but, uh, yeah, just wanted to let everyone know. Over.",Ocean Slicer,WXYZ1234,123456789,two nautical miles off Point Break,"calm, light winds",6,fire onboard,none
1402,"This is a relay from the fishing vessel Ocean Hunter. They report smoke emanating from the engine room of the cargo ship Star Voyager, currently at position 34 degrees 12 minutes North, 120 degrees 34 minutes West. The crew is attempting to extinguish the fire but requires assistance. Weather conditions are clear with a light breeze, and there are 15 persons on board the Star Voyager. No injuries reported at this time, but the situation is evolving rapidly.",Safety,third_party,fire_smoke,False,NONE,"This is a relay from the fishing vessel Ocean Hunter. They report smoke emanating from the engine room of the cargo ship Star Voyager, currently at position 34 degrees 12 minutes North, 120 degrees 34 minutes West. The crew is attempting to extinguish the fire but requires assistance. Weather conditions are clear with a light breeze, and there are 15 persons on board the Star Voyager. No injuries reported at this time, but the situation is evolving rapidly.",Ocean Hunter,WXYZ1234,123456789,"34°12'N, 120°34'W",clear with a light breeze,15,fire in engine room,none
1403,"This is a relay from the fishing vessel Ocean Trawler, call sign WDFX5, reporting that they are conducting a radio check. Their position is 34 degrees 12 minutes North, 118 degrees 30 minutes West. Weather is clear with visibility over 10 nautical miles. They request confirmation of reception. Over.",Routine,third_party,radio_check,False,NONE,"This is a relay from the fishing vessel Ocean Trawler, call sign WDFX5, reporting that they are conducting a radio check. Their position is 34 degrees 12 minutes North, 118 degrees 30 minutes West. Weather is clear with visibility over 10 nautical miles. They request confirmation of reception. Over.",Ocean Trawler,WDFX5,,"34 degrees 12 minutes North, 118 degrees 30 minutes West","Clear, visibility over 10 nautical miles",,,
1404,"SECURITE, SECURITE, SECURITE. This is the fishing vessel 'Ocean Hunter' relaying a report from the cargo ship 'Maritime Explorer'. The 'Maritime Explorer' has run aground approximately 2 nautical miles off the coast of Cape Point, in position 34°12.5'S, 18°28.7'E. No injuries reported, and all 22 persons on board are safe. The vessel is currently stable, but there is a risk of environmental impact due to potential fuel leakage. Weather conditions are clear with light winds, but a swell is building. Other vessels are advised to maintain a safe distance and keep a lookout for further updates. This is 'Ocean Hunter' standing by.",Safety,third_party,grounding,True,SECURITE,"[SIGNAL], [SIGNAL], [SIGNAL]. This is the fishing vessel 'Ocean Hunter' relaying a report from the cargo ship 'Maritime Explorer'. The 'Maritime Explorer' has run aground approximately 2 nautical miles off the coast of Cape Point, in position 34°12.5'S, 18°28.7'E. No injuries reported, and all 22 persons on board are safe. The vessel is currently stable, but there is a risk of environmental impact due to potential fuel leakage. Weather conditions are clear with light winds, but a swell is building. Other vessels are advised to maintain a safe distance and keep a lookout for further updates. This is 'Ocean Hunter' standing by.",Ocean Hunter,,,"34°12.5'S, 18°28.7'E","clear with light winds, swell building",22,grounding,none
1405,"This is a relay from the fishing vessel Ocean Explorer (call sign WXYZ123) currently at 34° 12.5' N, 118° 45.3' W. They report a medical situation on board involving a crew member experiencing severe chest pain, with potential complications. The weather conditions are clear with calm seas. They have three persons on board, and the injured crew member is unable to move without assistance. Requesting immediate medical advice and possible evacuation. Please advise on next steps.",Safety,third_party,medical_issue,False,NONE,"This is a relay from the fishing vessel Ocean Explorer (call sign WXYZ123) currently at 34° 12.5' N, 118° 45.3' W. They report a medical situation on board involving a crew member experiencing severe chest pain, with potential complications. The weather conditions are clear with calm seas. They have three persons on board, and the injured crew member is unable to move without assistance. Requesting immediate medical advice and possible evacuation. Please advise on next steps.",Ocean Explorer,WXYZ123,null,"34° 12.5' N, 118° 45.3' W",clear with calm seas,3,medical situation,severe chest pain
1406,"Hey, this is the Good Times calling. Just wanted to give a heads up, um, we spotted a pretty big floating container at around 34 degrees, 45 minutes North, and 120 degrees, 30 minutes West. Visibility’s kinda low with this fog rolling in and, uh, there’s some swells too. So, yeah, just watch out if you’re coming through this area. We’re about, uh, five nautical miles from it. That’s all I got. Stay safe out there!",Routine,informal,nav_hazard,False,NONE,"Hey, this is the Good Times calling. Just wanted to give a heads up, um, we spotted a pretty big floating container at around 34 degrees, 45 minutes North, and 120 degrees, 30 minutes West. Visibility’s kinda low with this fog rolling in and, uh, there’s some swells too. So, yeah, just watch out if you’re coming through this area. We’re about, uh, five nautical miles from it. That’s all I got. Stay safe out there!",Good Times,GDX1234,123456789,"34°45'N, 120°30'W",foggy with swells,4,nav hazard - floating container,
1407,"This is the fishing vessel Ocean Star relaying a report from the sailing yacht Wind Whisperer. They have a person overboard approximately 3 nautical miles east of Cape Point at latitude 34 degrees 10.5 minutes south, longitude 18 degrees 25.3 minutes east. Conditions are rough with a 2-meter swell and 25-knot winds. The Wind Whisperer has three persons on board and is currently attempting to retrieve the overboard individual. No injuries reported at this time. Assistance requested.",Routine,third_party,person_overboard,False,NONE,"This is the fishing vessel Ocean Star relaying a report from the sailing yacht Wind Whisperer. They have a person overboard approximately 3 nautical miles east of Cape Point at latitude 34 degrees 10.5 minutes south, longitude 18 degrees 25.3 minutes east. Conditions are rough with a 2-meter swell and 25-knot winds. The Wind Whisperer has three persons on board and is currently attempting to retrieve the overboard individual. No injuries reported at this time. Assistance requested.",Ocean Star,null,null,"latitude 34 degrees 10.5 minutes south, longitude 18 degrees 25.3 minutes east",rough seas with a 2-meter swell and 25-knot winds,3,person overboard,none
1408,"Hey, this is the fishing vessel Sea Breeze, uh, calling anyone nearby. We’re about, um, 10 nautical miles off the coast, uh, near Cape Point. So, we've got a bit of a situation here. Our engine just conked out, and, uh, we're drifting a bit. The weather’s, um, pretty calm, maybe a light swell? Just a couple of us onboard, five total. So, uh, if anyone hears this, just, like, keep an ear out for us? Thanks.",Routine,informal,engine_failure,False,NONE,"Hey, this is the fishing vessel Sea Breeze, uh, calling anyone nearby. We’re about, um, 10 nautical miles off the coast, uh, near Cape Point. So, we've got a bit of a situation here. Our engine just conked out, and, uh, we're drifting a bit. The weather’s, um, pretty calm, maybe a light swell? Just a couple of us onboard, five total. So, uh, if anyone hears this, just, like, keep an ear out for us? Thanks.",Sea Breeze,null,null,10 nautical miles off Cape Point,"calm, light swell",5,engine failure,null
1409,"Hey there, all vessels in the area, this is the S.S. Ocean Breeze. Just wanted to give a heads up about some floating debris, uh, looks like a bunch of old fishing gear, maybe some nets? We're at, uh, position 36 degrees 45.3 minutes North, 75 degrees 32.1 minutes West, heading south. Weather's pretty calm, but visibility’s a bit murky. So, uh, you might wanna keep an eye out. No injuries or anything like that on board, just a couple of us, you know, having a quiet day. So, yeah, be safe out there. Ocean Breeze out.",Routine,informal,nav_hazard,False,NONE,"Hey there, all vessels in the area, this is the S.S. Ocean Breeze. Just wanted to give a heads up about some floating debris, uh, looks like a bunch of old fishing gear, maybe some nets? We're at, uh, position 36 degrees 45.3 minutes North, 75 degrees 32.1 minutes West, heading south. Weather's pretty calm, but visibility’s a bit murky. So, uh, you might wanna keep an eye out. No injuries or anything like that on board, just a couple of us, you know, having a quiet day. So, yeah, be safe out there. Ocean Breeze out.",S.S. Ocean Breeze,OCEANB,123456789,"36 degrees 45.3 minutes North, 75 degrees 32.1 minutes West","calm, murky visibility",3,floating debris,none
1410,"PAN PAN, PAN PAN, this is the motor vessel Ocean Voyager, call sign ABC123, MMSI 123456789. We are currently located at 37 degrees 45 minutes North, 122 degrees 30 minutes West. We are experiencing a total engine failure and are adrift. Weather conditions are moderate with a light swell and visibility of 5 nautical miles. There are 12 persons on board, all safe at this time. Requesting assistance. Over.",Urgency,formal,engine_failure,True,PAN PAN,"[SIGNAL], [SIGNAL], this is the motor vessel Ocean Voyager, call sign ABC123, MMSI 123456789. We are currently located at 37 degrees 45 minutes North, 122 degrees 30 minutes West. We are experiencing a total engine failure and are adrift. Weather conditions are moderate with a light swell and visibility of 5 nautical miles. There are 12 persons on board, all safe at this time. Requesting assistance. Over.",Ocean Voyager,ABC123,123456789,"37 degrees 45 minutes North, 122 degrees 30 minutes West",moderate with a light swell and visibility of 5 nautical miles,12,total engine failure,none
